EntityID,Entidad,DxSindromatico
578,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,OTROS TRASTORNOS DE ANSIEDAD
629,ASOCIACION INDIGENA DEL CAUCA AIC,EPISODIO CONVULSION
648,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR PUNZANTE  CEFALEA
769,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DISMINUCION SUBITA AGUDEZA VISUAL
792,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,OTALGIA OTORREA Y FIEBRE
905,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TRAUMATISMO CRANEOENCEFALICO
918,COMPENSAR E.P.S CONTRIBUTIVO,DISNEA MODERADA
942,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TOS CON EXPECTORACION Y FIEBRE
1004,SECRETARIA DE SALUD DPTAL DEL HUILA,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
1138,EMSSANAR E.P.S S.A.S,DOLOR AGUDO
1147,DIRECCION DE SANIDAD MILITAR,CRISIS  ASMATICAS
1225,MALLAMAS EPS,CRISIS  ASMATICAS
1230,PARTICULARES,CRISIS  ASMATICAS
1387,SEGUROS DEL ESTADO,DOLOR AGUDO
1402,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,DOLOR AGUDO
1677,ASMET SALUD CONTRIBUTIVO,HEMATURIA
1725,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,"DISURIA, POLAQUIURIA, FIEBRE"
1733,ASOCIACION INDIGENA DEL CAUCA AIC,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
1759,E.P.S. SANITAS CONTRIBUTIVO.,MASTITIS POR LACTANCIA
1767,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,MASTALGIA
1801,NUEVA EPS,PARTO UNICO ESPONTANEO
1929,DIRECCION DE SANIDAD MILITAR,BLOQUEO AURICULAR - VENTRICULAR
1969,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DOLOR ABDOMINAL SEVERO
2023,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HEMATURIA
2033,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,RETENCION URINARIA
2069,E.P.S. SANITAS CONTRIBUTIVO.,DISFONIA
2102,UNION TEMPORAL SALUD SUR2,CEFALEA Y FIEBRE
2110,SEGUROS COMERCIAL BOLIVAR SOAT,CEFALEA
2198,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,SINDROME CONVULSIVO
2199,SECRETARIA DE SALUD DPTAL DEL HUILA,HERIDA DE OTRA PARTE NO ESPECIFICADA
2219,SEGUROS LA PREVISORA,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2223,PARTICULARES,CONTUSIONES
2257,ASOCIACION INDIGENA DEL CAUCA AIC,LESIONES POR VIOLENCIA
2315,COMPENSAR E.P.S CONTRIBUTIVO,LESIONES POR VIOLENCIA
2476,MUNDIAL DE SEGUROS,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2514,MUNDIAL DE SEGUROS,TRAUMA CERRADO DE MANO Y PIE
2543,SEGUROS LA PREVISORA,FRACTURA DE HUESOS LARGOS
2646,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2663,E.P.S. SANITAS CONTRIBUTIVO.,LESIN AUTOINFLINGIDAS
2667,PARTICULARES,FRACTURAS
2703,FIDUCIARIA CENTRAL,TRAUMA EN CADERA CON DOLOR
2707,SEGUROS LA PREVISORA,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
2720,COMPENSAR E.P.S CONTRIBUTIVO,ACCIDENTE EN DOMICILIO
2743,FIDUCIARIA CENTRAL,ARTRALGIAS  FIEBRE
2752,FIDUCIARIA CENTRAL,CONTUSIONES
2772,SEGUROS LA PREVISORA,FRACTURAS MULTIPLES
2793,COMPENSAR E.P.S CONTRIBUTIVO,CUERPO EXTRAÑO EN EL OJO
2795,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,CUERPO EXTRAÑO EN EL OJO
2804,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,CUERPO EXTRAÑO EN EL OJO
4,NUEVA EPS,DOLOR AGUDO
29,ASMET SALUD CONTRIBUTIVO,CEFALEA Y FIEBRE
53,ASMET SALUD CONTRIBUTIVO,SINDROME EMETICO
85,ASMET SALUD CONTRIBUTIVO,SINCOPE
116,FUERZA AEREA,DIARREA SIN COMPROMISO GENERAL
174,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR ABDOMINAL
212,UNION TEMPORAL TOLIHUILA,SINCOPE O LIPOTIMIA
335,PARTICULARES,OTALGIA OTORREA Y FIEBRE
459,E.P.S. SANITAS CONTRIBUTIVO.,PIE DIABETICO SOBREINFECTADO
519,LA EQUIDAD SEGUROS O.C,ACCIDENTE DE TRANSITO
536,ASMET SALUD CONTRIBUTIVO,TRASTORNO MENTAL ORGANICO O SINTOMATICO NO ESPECIFICADO
617,E.P.S. SANITAS CONTRIBUTIVO.,SINDROME CONVULSIVO
639,NUEVA EPS,DOLOR DE ESPALDA
657,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,ACCIDENTE  CEREBRO VASCULAR
671,NUEVA EPS,DOLOR LUMBAR CRONICO
681,ASMET SALUD CONTRIBUTIVO,DOLOR MUSCULAR SIN OTROS SINTOMAS
689,E.P.S. SANITAS CONTRIBUTIVO.,CONJUNTIVITIS AGUDA NO ESPECIFICADA
727,NUEVA EPS,TRAUMA OCULAR NO AGUDO
763,MEDPLUS MEDICINA PREPAGADA,PERDIDA SUBITA DE VISION
880,SECRETARIA DE SALUD DPTAL DEL HUILA,HIPERTENSION O HIPOTENSION LEVE
913,NUEVA EPS,INFARTO AGUDO
936,PIJAOSALUD EPS-I,TAQUICARDIA SUPRAVENTRICULAR
1034,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR TORACICO CON TOS Y FIEBRE
1097,PARTICULARES,DISNEA MODERADA
1148,MALLAMAS EPS,"ALERGIA, CONGESTION NASAL, ESTORNUDOS"
1254,NUEVA EPS,ULCERA PEPTICA
1256,ARMADA NACIONAL,DOLOR AGUDO
1267,EMSSANAR E.P.S S.A.S,DOLOR ABDOMINAL
1355,MUNICIPIO DE PITALITO,DOLOR AGUDO
1409,ASMET SALUD CONTRIBUTIVO,FIBROADENOMA DE LA MAMA
1435,NUEVA EPS,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
1524,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,DOLOR NO ESPECIFICADO
1533,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1584,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR DE ESPALDA
1586,MALLAMAS EPS,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
1600,EMSSANAR E.P.S S.A.S,DOLOR MUSCULAR SIN OTROS SINTOMAS
1641,EPS FAMISANAR SAS,DOLOR TORAXICO
1659,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1682,NUEVA EPS,INFECCION DE VIAS URINARIAS DURANTE EL EMBARAZO
1794,E.P.S. SANITAS CONTRIBUTIVO.,RETRASO MENSTRUAL CON SANGRADO
1798,ASMET SALUD CONTRIBUTIVO,DISMENORREA
1944,LA EQUIDAD SEGUROS O.C,DOLOR ABDOMINAL INTERMITENTE
1956,COLMEDICA MEDICINA PREPAGADA,DOLOR ABDOMINAL
1958,UNIMAP LTDA,DOLOR ABDOMINAL CONSTANTE
1987,ASMET SALUD CONTRIBUTIVO,PANCREATITIS AGUDA
2021,UNION TEMPORAL TOLIHUILA,ARDOR PARA ORINAR
2062,EPS FAMISANAR SAS,VIOLENCIA DE GENERO
2081,MEDPLUS MEDICINA PREPAGADA,SINDROME FEBRIL
2170,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,SINCOPE O LIPOTIMIA
2214,NUEVA EPS,CUERPO EXTRAÑO EN NARIZ
2217,NUEVA EPS,TCE LEVE
2293,AXA COLPATRIA SEGUROS S.A.,TCE LEVE
2410,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TRAUMA CERRADO
2429,CAPITALSALUD E.P.S - S S.A.S,HERIDA DE CUELLO PARTE NO ESPECIFICADA
2478,MALLAMAS EPS,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2483,MUNDIAL DE SEGUROS,ESGUINCE
2573,POSITIVA COMPAÑIA DE SEGUROS,TRAUMA CERRADO DE MANO Y PIE
2577,CAPITALSALUD E.P.S - S S.A.S,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2600,SURAMERICANA SALUD,FRACTURA ABIERTA CON SANGRADO O DOLOR
2604,ASEGURADORA SOLIDARIA DE COLOMBIA,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2605,NUEVA EPS,FRACTURA DE LAS COSTILLAS DEL ESTERNON Y DE LA COLUMNA TORACICA DORSAL
2637,COMPENSAR E.P.S CONTRIBUTIVO,TRAUMA CERRADO DE MANO Y PIE
2755,SERV. OCCID. DE SALUD S.O.S.,CONTUSIONES
2810,FIDUCIARIA CENTRAL,CUERPO EXTRAÑO EN OIDO
2853,ASOCIACION INDIGENA DEL CAUCA AIC,INTENTO DE SUICIDIO
2861,MALLAMAS EPS,ABUSO SEXUAL
2879,DIRECCION DE SANIDAD MILITAR,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
60,UNION TEMPORAL TOLIHUILA,DOLOR ABDOMINAL CONSTANTE
86,E.P.S. SANITAS CONTRIBUTIVO.,SINDROME FEBRIL
93,EPS FAMISANAR SAS,SINDROME FEBRIL
102,PIJAOSALUD EPS-I,SINDROME EMETICO
133,UNION TEMPORAL TOLIHUILA,DOLOR NO ESPECIFICADO
224,UT SERVISALUD SAN JOSE,DOLOR ABDOMINAL CON DIARREA Y DHT
284,MALLAMAS EPS,DOLOR NO ESPECIFICADO
329,UNION TEMPORAL SALUD SUR2,CELULITIS DE SITIO NO ESPECIFICADO
397,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR ABDOMINAL INTERMITENTE
490,EPS FAMISANAR SAS,DIABETES
529,ASMET SALUD CONTRIBUTIVO,PARESTESIAS ASOCIADAS A ANSIEDAD
599,PARTICULARES,OTROS TRASTORNOS DE ANSIEDAD
743,ASMET SALUD CONTRIBUTIVO,DISMINUCION SUBITA AGUDEZA VISUAL
819,EMSSANAR E.P.S S.A.S,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
892,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HIPERTENSION O HIPOTENSION SEVERA
910,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR TORACICO IRRADIADO A CUELLO BRAZO CO DISNEA NAUSEAS O DIAFORESIS
967,SANITAS PREPAGADA,ACCIDENTE  CEREBRO VASCULAR
1087,SECRETARIA DE SALUD DPTAL DEL HUILA,LARINGOTRAQUEITIS
1112,MALLAMAS EPS,DOLOR TORACICO CON TOS Y FIEBRE
1209,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DISNEA PACIENTE CON EPOC
1232,SURAMERICANA SALUD,CEFALEA
1265,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR ABDOMINAL CONSTANTE
1382,SECRETARIA DE SALUD DPTAL DEL HUILA,ABSCESO PIEL
1431,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,URTICARIA ALERGICA
1445,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DERMATITIS INFECCIOSA
1454,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,URTICARIA ALERGICA
1492,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,FRACTURAS
1511,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,CONTUSIONES
1516,SEGUROS COMERCIAL BOLIVAR SOAT,CONTUSIONES
1566,POSITIVA COMPAÑIA DE SEGUROS,CONTUSIONES
1598,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
1664,MALLAMAS EPS,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1678,UNION TEMPORAL TOLIHUILA,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1691,SECRETARIA DE SALUD DPTAL DEL HUILA,INFECCION GONOCOCICA DEL TRACTO URINARIO
1742,CAJACOPI ARS,RETENCION URINARIA
1817,MALLAMAS EPS,EPISODIO CONVULSION
1818,MALLAMAS EPS,TAQUICARDIA SUPRAVENTRICULAR
1909,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,CONTUSIONES
1962,CAPRESOCA EPS,DOLOR ABDOMINAL CONSTANTE
2017,DIRECCION DE SANIDAD MILITAR,HEMATURIA
2039,NUEVA EPS,DETERIORO ESTADO CONSCIENCIA
2054,SECRETARIA DE SALUD DPTAL DEL HUILA,LESIONES POR VIOLENCIA
2063,CAPITALSALUD E.P.S - S S.A.S,HERIDAS POR VIOLENCIA
2071,SANITAS PREPAGADA,SINDROME FEBRIL
2077,CAJACOPI EPS S.A.S,DOLOR ABDOMINAL CON DIARREA Y DHT
2098,SURAMERICANA SALUD,CEFALEA Y FIEBRE
2228,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,TRAUMATISMO CRANEOENCEFALICO
2249,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,TRAUMA CERRADO
2252,PARTICULARES,TRAUMATISMO CRANEOENCEFALICO
2285,ASMET SALUD CONTRIBUTIVO,CUERPO EXTRAÑO EN OIDO
2295,CAJACOPI ARS,DOLOR AGUDO
2344,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,FRACTURAS
2404,MUNDIAL DE SEGUROS,DOLOR ABDOMINAL
2406,CAPITALSALUD E.P.S - S S.A.S,LESIONES POR VIOLENCIA
2559,FIDUCIARIA CENTRAL,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2560,AXA COLPATRIA SEGUROS S.A.,CONTUSIONES
2569,ASMET SALUD CONTRIBUTIVO,FRACTURA ABIERTA CON SANGRADO O DOLOR
2674,LIBERTY SEGUROS S.A.,AMPUTACION TRAUMATICA
2681,EPS FAMISANAR SAS,ACCIDENTE EN DOMICILIO
2698,NUEVA EPS,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
2760,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
2789,E.P.S. SANITAS CONTRIBUTIVO.,SHOCK
2798,EMSSANAR E.P.S S.A.S,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2843,ASMET SALUD CONTRIBUTIVO,QUEMADURA DE VIA AIREA
2869,SECRETARIA DE SALUD DPTAL DEL HUILA,QUEMADURAS
2900,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,ACCIDENTE LABORAL
13,NUEVA EPS,VOMITO SIN SANGRE
25,NUEVA EPS,DIARREA SIN COMPROMISO GENERAL
54,ASMET SALUD CONTRIBUTIVO,URTICARIA ALERGICA
63,MALLAMAS EPS,ARTRALGIAS  FIEBRE
75,CAPITALSALUD E.P.S - S S.A.S,SINDROME EMETICO
124,ASMET SALUD CONTRIBUTIVO,TOS SECA MALESTAR GENERAL FIEBRE
181,EPS FAMISANAR SAS,VOMITO SIN SANGRE
382,NUEVA EPS,RETENCION URINARIA AGUDA
392,NUEVA EPS,DOLOR CRONICO
460,NUEVA EPS,PIE DIABETICO SOBREINFECTADO
511,ASMET SALUD CONTRIBUTIVO,MAREO
587,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,OTROS TRASTORNOS DE ANSIEDAD
603,ASMET SALUD CONTRIBUTIVO,EPISODIO DE PARESIA O PLEJIA
654,NUEVA EPS,CEFALEA CRONICA
686,DIRECCION DE SANIDAD MILITAR,CELULITIS DE SITIO NO ESPECIFICADO
711,COMPENSAR E.P.S CONTRIBUTIVO,CONJUNTIVITIS
774,SEGUROS LA PREVISORA,CONTUSIONES
818,EMSSANAR E.P.S S.A.S,OTALGIA OTORREA Y FIEBRE
844,AXA COLPATRIA SEGUROS S.A.,VERTIGO SIN EMESIS
853,ASMET SALUD CONTRIBUTIVO,HIPOACUSIA
982,EPS FAMISANAR SAS,CELULITIS DE SITIO NO ESPECIFICADO
985,E.P.S. SANITAS CONTRIBUTIVO.,TROMBOSIS VENOSA PROFUNDA
1043,ASMET SALUD CONTRIBUTIVO,TOS CRONICA
1044,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,CEFALEA Y FIEBRE
1115,CAJACOPI ARS,EPISODIO CONVULSION
1161,COLMEDICA MEDICINA PREPAGADA,TOS CON EXPECTORACION Y FIEBRE
1179,MEDPLUS MEDICINA PREPAGADA,DOLOR TORACICO CON TOS Y FIEBRE
1236,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,DOLOR NO ESPECIFICADO
1282,UNION TEMPORAL TOLIHUILA,HERNIA INGUINAL
1304,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,SANGRADO RECTAL SIN COMPROMISO
1310,E.P.S. SANITAS CONTRIBUTIVO.,HEPATITIS
1320,EPS FAMISANAR SAS,HEMATEMESIS MASIVA
1335,UNION TEMPORAL TOLIHUILA,HEMATEMESIS MASIVA
1344,E.P.S. SANITAS CONTRIBUTIVO.,ABSCESO CUTANEO FURUNCULO DE SITIO NO ESPECIFICADO
1465,DIRECCION DE SANIDAD MILITAR,URTICARIA NO ESPECIFICADA
1501,MUNDIAL DE SEGUROS,DOLOR ABDOMINAL CONSTANTE
1542,DIRECCION DE SANIDAD MILITAR,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1590,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA EN CADERA CON DOLOR
1648,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR NO ESPECIFICADO
1824,NUEVA EPS,PALPITACIONES CON PULSO IRREGULAR
1881,COMPAÑIA DE SEGUROS BOLIVAR S.A.,DOLOR TORAXICO
1921,MALLAMAS EPS,VAGINITIS AGUDA
1972,UNION TEMPORAL SALUD SUR2,DOLOR ABDOMINAL
2029,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,RETENCION URINARIA
2076,CAPITALSALUD E.P.S - S S.A.S,SINDROME FEBRIL
2131,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,SINCOPE O LIPOTIMIA
2209,ASMET SALUD CONTRIBUTIVO,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2377,MAPFRE SEGUROS GENERALES DE COLOMBIA S A,TRAUMATISMO CRANEOENCEFALICO
2414,MAPFRE SEGUROS GENERALES DE COLOMBIA S A,ACCIDENTE DE TRANSITO
2427,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HERIDA DE CUELLO PARTE NO ESPECIFICADA
2445,SEGUROS DEL ESTADO,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2495,ASOCIACION INDIGENA DEL CAUCA AIC,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
2519,EPS SURAMERICANA S.A.,ESPASMO MUSCULAR
2530,POSITIVA COMPAÑIA DE SEGUROS,FRACTURA DE HUESOS LARGOS
2553,AXA COLPATRIA SEGUROS S.A.,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2572,SEGUROS LA PREVISORA,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2662,EPS FAMILIAR DE COLOMBIA S.A.S.,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2669,SECRETARIA DE SALUD DPTAL DEL HUILA,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2676,CAJACOPI EPS S.A.S,AMPUTACION TRAUMATICA
2745,SURAMERICANA SALUD,EDEMA SIN TRAUMA
2777,DIRECCION DE SANIDAD MILITAR,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
2790,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2911,E.P.S. SANITAS CONTRIBUTIVO.,INSOMNIO
147,PIJAOSALUD EPS-I,DOLOR ABDOMINAL CON DIARREA Y DHT
150,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,SINDROME EMETICO
279,NUEVA EPS,URTICARIAS
338,ASMET SALUD CONTRIBUTIVO,"DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS"
398,NUEVA EPS,HEMATEMESIS MASIVA
408,E.P.S. SANITAS CONTRIBUTIVO.,ANEMIA POR DEFICIENCIA DE HIERRO
421,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,EMESIS CUNCHO CAFE
428,E.P.S. SANITAS CONTRIBUTIVO.,SANGRADO VAGINAL
480,E.P.S. SANITAS CONTRIBUTIVO.,PERDIDA SUBITA DE VISION
502,EMSSANAR E.P.S S.A.S,ANEMIA NUTRICIONAL
531,ASMET SALUD CONTRIBUTIVO,DISNEA PACIENTE ANSIOSA
582,E.P.S. SANITAS CONTRIBUTIVO.,EPISODIO DEPRESIVO
608,UNION TEMPORAL TOLIHUILA,OTROS TRASTORNOS DE ANSIEDAD
638,MALLAMAS EPS,CEFALEA INTENSA MIGRAÑA
659,MALLAMAS EPS,SINCOPE
667,ASMET SALUD CONTRIBUTIVO,CAMBIOS GRADUALES DE VISION NO SUBITOS
745,MALLAMAS EPS,PERDIDA SUBITA DE VISION
870,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,HIPERTENSION O HIPOTENSION SEVERA
912,MALLAMAS EPS,INFARTO AGUDO
926,AXA COLPATRIA SEGUROS S.A.,AUSENCIA PULSO  PARO
968,SERV. OCCID. DE SALUD S.O.S.,EPISODIO CONVULSION
1002,PARTICULARES,DOLOR ABDOMINAL  FIEBRE  FLUJO VAGINAL
1009,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,TOS SECA MALESTAR GENERAL FIEBRE
1021,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,TOS SECA SIN COMPROMISO GENERAL
1029,COMPENSAR E.P.S CONTRIBUTIVO,TOS CON EXPECTORACION Y FIEBRE
1055,E.P.S. SANITAS CONTRIBUTIVO.,AMENORREA SIN OTRA ESPECIFICACION
1096,SECRETARIA DE SALUD DPTAL DEL HUILA,DISNEA MODERADA
1189,MEDPLUS MEDICINA PREPAGADA,CONTUSIONES
1363,DIRECCION DE SANIDAD MILITAR,TRAUMA CERRADO
1368,COMPENSAR E.P.S CONTRIBUTIVO,CELULITIS DE SITIO NO ESPECIFICADO
1385,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,QUEMADURAS
1407,E.P.S. SANITAS CONTRIBUTIVO.,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
1453,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,EDEMA SIN TRAUMA
1663,EMSSANAR E.P.S S.A.S,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1667,EPS FAMISANAR SAS,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1696,EMSSANAR E.P.S S.A.S,"DISURIA, POLAQUIURIA, FIEBRE"
1754,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR AGUDO
1775,NUEVA EPS,DOLOR ABDOMINAL  FIEBRE  FLUJO VAGINAL
1787,DIRECCION DE SANIDAD MILITAR,VAGINITIS AGUDA
1816,NUEVA EPS,BLOQUEO AURICULAR - VENTRICULAR
1872,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR TORAXICO
2086,COMPAÑIA DE SEGUROS BOLIVAR S.A.,CEFALEA Y FIEBRE
2096,ARMADA NACIONAL,CEFALEA Y FIEBRE
2108,SEGUROS LA PREVISORA,CEFALEA
2129,DIRECCION DE SANIDAD MILITAR,CEFALEA INTENSA MIGRAÑA
2207,ECOPETROL,EDEMA SIN TRAUMA
2212,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,TRAUMATISMO DEL OJO Y DE LA ORBITA
2234,SEGUROS DEL ESTADO,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2310,SURAMERICANA SALUD,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2313,MAPFRE SEGUROS GENERALES DE COLOMBIA S A,DOLOR NO ESPECIFICADO
2346,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TRAUMA NASAL SIN DISNEA
2355,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,HEMORRAGIA SUBCONJUNTIVAL
2518,EPS SURAMERICANA S.A.,CONTUSIONES
2534,FUNDACION SALUD MIA EPS CONTRIBUTIVO,HERIDA DE OTRA PARTE NO ESPECIFICADA
2612,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,FRACTURAS
2641,EPS FAMISANAR SAS,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2645,POSITIVA COMPAÑIA DE SEGUROS,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2806,EMSSANAR E.P.S S.A.S,CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO
2840,UNION TEMPORAL TOLIHUILA,QUEMADURAS
2841,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,QUEMADURAS
2860,ASMET SALUD CONTRIBUTIVO,ABUSO SEXUAL
2872,SERV. OCCID. DE SALUD S.O.S.,LARINGOTRAQUEITIS
2890,PARTICULARES,LESION PENETRANTE TORAX
5,E.P.S. SANITAS CONTRIBUTIVO.,DISMINUCION SUBITA AGUDEZA VISUAL
15,E.P.S. SANITAS CONTRIBUTIVO.,DIARREA SIN COMPROMISO GENERAL
312,ASMET SALUD CONTRIBUTIVO,DOLOR OCULAR
367,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,VERTIGO CON EMESIS
396,NUEVA EPS,FIBROADENOMA DE LA MAMA
424,FIDUCIARIA CENTRAL,ANEMIA POR DEFICIENCIA DE HIERRO
449,MALLAMAS EPS,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
469,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DIABETES
471,UNION TEMPORAL TOLIHUILA,DIABETES
534,NUEVA EPS,TRASTORNO AFECTIVO BIPOLAR
554,NUEVA EPS,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
575,CAPITALSALUD E.P.S - S S.A.S,TRASTORNO MENTAL
630,NUEVA EPS,HERIDA DE OTRA PARTE NO ESPECIFICADA
708,EMSSANAR E.P.S S.A.S,CONJUNTIVITIS AGUDA NO ESPECIFICADA
719,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,CAMBIOS GRADUALES DE VISION NO SUBITOS
721,ASOCIACION INDIGENA DEL CAUCA AIC,HEMORRAGIA SUBCONJUNTIVAL
733,DIRECCION DE SANIDAD MILITAR,CUERPO EXTRAÑO EN EL OJO
